,database,group,anno
3004502,CARD,antibiotic target alteration,3004502
3004505,CARD,antibiotic target alteration,3004505
3004506,CARD,antibiotic target alteration,3004506
3004507,CARD,antibiotic target alteration,3004507
3004509,CARD,antibiotic target alteration,3004509
3004510,CARD,antibiotic target alteration,3004510
3004516,CARD,antibiotic target alteration,3004516
3004517,CARD,antibiotic target alteration,3004517
3004543,CARD,antibiotic inactivation,3004543
3004547,CARD,antibiotic target replacement,3004547
3004548,CARD,antibiotic target replacement,3004548
3004550,CARD,antibiotic target replacement,3004550
3004568,CARD,antibiotic target replacement,3004568
3004569,CARD,antibiotic target alteration,3004569
3004571,CARD,antibiotic inactivation,3004571
3004572,CARD,antibiotic efflux,3004572
3004573,CARD,antibiotic efflux,3004573
3004574,CARD,antibiotic efflux,3004574
3004577,CARD,antibiotic efflux,3004577
3004580,CARD,antibiotic efflux,3004580
3004581,CARD,antibiotic inactivation,3004581
3004582,CARD,antibiotic inactivation,3004582
3004583,CARD,antibiotic efflux,3004583
3004584,CARD,antibiotic inactivation,3004584
3004587,CARD,antibiotic inactivation,3004587
3004588,CARD,antibiotic efflux,3004588
3004590,CARD,antibiotic inactivation,3004590
3004591,CARD,antibiotic inactivation,3004591
3004592,CARD,antibiotic target alteration,3004592
3004595,CARD,antibiotic target alteration,3004595
3004596,CARD,antibiotic target alteration,3004596
3004597,CARD,antibiotic efflux,3004597
3004599,CARD,antibiotic target alteration,3004599
3004603,CARD,antibiotic inactivation,3004603
3004605,CARD,antibiotic target alteration,3004605
3004606,CARD,antibiotic target alteration,3004606
3004608,CARD,antibiotic inactivation,3004608
3004621,CARD,antibiotic inactivation,3004621
3004623,CARD,antibiotic inactivation,3004623
3004626,CARD,antibiotic target alteration,3004626
3004629,CARD,antibiotic inactivation,3004629
3004635,CARD,antibiotic inactivation,3004635
3004638,CARD,antibiotic inactivation,3004638
3004639,CARD,antibiotic efflux,3004639
3004641,CARD,antibiotic inactivation,3004641
3004642,CARD,antibiotic target replacement,3004642
3004643,CARD,antibiotic target alteration,3004643
3004645,CARD,antibiotic target replacement,3004645
3004648,CARD,antibiotic inactivation,3004648
3004649,CARD,antibiotic target alteration,3004649
3004650,CARD,antibiotic efflux,3004650
3004651,CARD,antibiotic inactivation,3004651
3004655,CARD,antibiotic inactivation,3004655
3004656,CARD,antibiotic inactivation,3004656
3004657,CARD,antibiotic inactivation,3004657
3004658,CARD,antibiotic inactivation,3004658
3004659,CARD,antibiotic efflux,3004659
3004660,CARD,antibiotic inactivation,3004660
3004661,CARD,antibiotic inactivation,3004661
3004663,CARD,antibiotic target protection,3004663
3004665,CARD,antibiotic efflux,3004665
3004666,CARD,antibiotic efflux,3004666
3004667,CARD,antibiotic efflux,3004667
3004669,CARD,antibiotic target alteration,3004669
3004670,CARD,antibiotic inactivation,3004670
3004672,CARD,antibiotic inactivation,3004672
3004673,CARD,antibiotic inactivation,3004673
3004674,CARD,antibiotic inactivation,3004674
3004682,CARD,antibiotic inactivation,3004682
3004683,CARD,antibiotic inactivation,3004683
3004684,CARD,antibiotic target alteration,3004684
3004690,CARD,antibiotic target alteration,3004690
3004691,CARD,antibiotic target alteration,3004691
3004693,CARD,antibiotic target alteration,3004693
3004694,CARD,antibiotic target alteration,3004694
3004695,CARD,antibiotic target alteration,3004695
3004698,CARD,antibiotic target alteration,3004698
3004699,CARD,antibiotic inactivation,3004699
3004715,CARD,antibiotic target protection,3004715
3004719,CARD,antibiotic inactivation,3004719
3004720,CARD,antibiotic inactivation,3004720
3004730,CARD,antibiotic target protection,3004730
3004735,CARD,antibiotic inactivation,3004735
3004736,CARD,antibiotic inactivation,3004736
3004747,CARD,antibiotic inactivation,3004747
3004761,CARD,antibiotic inactivation,3004761
3004764,CARD,antibiotic inactivation,3004764
3004766,CARD,antibiotic inactivation,3004766
3004780,CARD,antibiotic inactivation,3004780
3004797,CARD,antibiotic inactivation,3004797
3004802,CARD,antibiotic inactivation,3004802
3004803,CARD,antibiotic inactivation,3004803
3004807,CARD,antibiotic inactivation,3004807
3004809,CARD,antibiotic inactivation,3004809
3004810,CARD,antibiotic inactivation,3004810
3004811,CARD,antibiotic inactivation,3004811
3004812,CARD,antibiotic inactivation,3004812
3004813,CARD,antibiotic inactivation,3004813
3004814,CARD,antibiotic inactivation,3004814
3004816,CARD,antibiotic inactivation,3004816
3004826,CARD,antibiotic inactivation,3004826
3004854,CARD,antibiotic inactivation,3004854
3005008,CARD,antibiotic efflux,3005008
3005009,CARD,antibiotic efflux,3005009
3005010,CARD,antibiotic efflux,3005010
3005012,CARD,antibiotic inactivation,3005012
3005013,CARD,antibiotic inactivation,3005013
3005015,CARD,antibiotic inactivation,3005015
3005018,CARD,antibiotic inactivation,3005018
3005019,CARD,antibiotic inactivation,3005019
3005021,CARD,antibiotic target alteration,3005021
3005027,CARD,antibiotic inactivation,3005027
3005035,CARD,antibiotic inactivation,3005035
3005040,CARD,antibiotic efflux,3005040
3005043,CARD,antibiotic efflux,3005043
3005044,CARD,reduced permeability to antibiotic,3005044
3005045,CARD,antibiotic inactivation,3005045
3005046,CARD,antibiotic target replacement,3005046
3005047,CARD,antibiotic target alteration,3005047
3005049,CARD,antibiotic efflux,3005049
3005051,CARD,reduced permeability to antibiotic,3005051
3005052,CARD,reduced permeability to antibiotic,3005052
3005053,CARD,antibiotic target alteration,3005053
3005056,CARD,antibiotic inactivation,3005056
3005057,CARD,antibiotic inactivation,3005057
3005059,CARD,antibiotic efflux,3005059
3005061,CARD,antibiotic inactivation,3005061
3005062,CARD,antibiotic inactivation,3005062
3005063,CARD,antibiotic efflux;antibiotic target alteration,3005063
3005064,CARD,antibiotic efflux;antibiotic target alteration,3005064
3005067,CARD,antibiotic efflux;reduced permeability to antibiotic,3005067
3005068,CARD,antibiotic efflux;reduced permeability to antibiotic,3005068
3005069,CARD,antibiotic efflux,3005069
3005075,CARD,antibiotic inactivation,3005075
3005077,CARD,antibiotic inactivation,3005077
3005079,CARD,antibiotic inactivation,3005079
3005084,CARD,antibiotic target replacement,3005084
3005085,CARD,antibiotic inactivation,3005085
3005087,CARD,antibiotic target protection,3005087
3005088,CARD,antibiotic target protection,3005088
3005089,CARD,antibiotic efflux,3005089
3005090,CARD,antibiotic efflux,3005090
3005091,CARD,antibiotic efflux,3005091
3005097,CARD,antibiotic inactivation,3005097
3005098,CARD,antibiotic efflux,3005098
3005099,CARD,antibiotic target alteration,3005099
3005100,CARD,antibiotic inactivation,3005100
3005111,CARD,antibiotic inactivation,3005111
3005114,CARD,antibiotic inactivation,3005114
3005121,CARD,antibiotic target protection,3005121
3005133,CARD,antibiotic inactivation,3005133
3005150,CARD,antibiotic inactivation,3005150
3005162,CARD,antibiotic inactivation,3005162
3005164,CARD,antibiotic target replacement,3005164
3005166,CARD,antibiotic inactivation,3005166
3005183,CARD,antibiotic inactivation,3005183
3005219,CARD,antibiotic inactivation,3005219
3005221,CARD,antibiotic target alteration,3005221
3005235,CARD,antibiotic inactivation,3005235
3005245,CARD,antibiotic inactivation,3005245
3005283,CARD,antibiotic inactivation,3005283
3005292,CARD,antibiotic inactivation,3005292
3005334,CARD,antibiotic target replacement,3005334
3005345,CARD,antibiotic target replacement,3005345
3005348,CARD,antibiotic target replacement,3005348
3005349,CARD,antibiotic target replacement,3005349
3005351,CARD,antibiotic target replacement,3005351
3005354,CARD,antibiotic target replacement,3005354
3005461,CARD,antibiotic inactivation,3005461
3005558,CARD,antibiotic inactivation,3005558
3005571,CARD,antibiotic inactivation,3005571
3005673,CARD,antibiotic inactivation,3005673
3005674,CARD,antibiotic inactivation,3005674
3005676,CARD,antibiotic inactivation,3005676
3005677,CARD,antibiotic inactivation,3005677
3005680,CARD,antibiotic inactivation,3005680
3005681,CARD,antibiotic inactivation,3005681
3005682,CARD,antibiotic inactivation,3005682
3005684,CARD,antibiotic inactivation,3005684
3005687,CARD,antibiotic inactivation,3005687
3005693,CARD,antibiotic inactivation,3005693
3005695,CARD,antibiotic inactivation,3005695
3005697,CARD,antibiotic inactivation,3005697
3005809,CARD,antibiotic inactivation,3005809
3005837,CARD,antibiotic inactivation,3005837
3006149,CARD,antibiotic inactivation,3006149
3006157,CARD,antibiotic inactivation,3006157
3006167,CARD,antibiotic inactivation,3006167
3006208,CARD,antibiotic inactivation,3006208
3006211,CARD,antibiotic inactivation,3006211
3006213,CARD,antibiotic inactivation,3006213
3006224,CARD,antibiotic inactivation,3006224
3006225,CARD,antibiotic inactivation,3006225
3006226,CARD,antibiotic inactivation,3006226
3006229,CARD,antibiotic inactivation,3006229
3006231,CARD,antibiotic inactivation,3006231
3006232,CARD,antibiotic inactivation,3006232
3006235,CARD,antibiotic inactivation,3006235
3006237,CARD,antibiotic inactivation,3006237
3006238,CARD,antibiotic inactivation,3006238
3006243,CARD,antibiotic inactivation,3006243
3006244,CARD,antibiotic inactivation,3006244
3006245,CARD,antibiotic inactivation,3006245
3006246,CARD,antibiotic inactivation,3006246
3006250,CARD,antibiotic inactivation,3006250
3006253,CARD,antibiotic inactivation,3006253
3006254,CARD,antibiotic inactivation,3006254
3006258,CARD,antibiotic inactivation,3006258
3006259,CARD,antibiotic inactivation,3006259
3006262,CARD,antibiotic inactivation,3006262
3006271,CARD,antibiotic inactivation,3006271
3006273,CARD,antibiotic inactivation,3006273
3006277,CARD,antibiotic inactivation,3006277
3006290,CARD,antibiotic inactivation,3006290
3006308,CARD,antibiotic inactivation,3006308
3006311,CARD,antibiotic inactivation,3006311
3006316,CARD,antibiotic inactivation,3006316
3006325,CARD,antibiotic inactivation,3006325
3006341,CARD,antibiotic inactivation,3006341
3006365,CARD,antibiotic inactivation,3006365
3006366,CARD,antibiotic inactivation,3006366
3006385,CARD,antibiotic inactivation,3006385
3006422,CARD,antibiotic inactivation,3006422
3006423,CARD,antibiotic inactivation,3006423
3006424,CARD,antibiotic inactivation,3006424
3006440,CARD,antibiotic inactivation,3006440
3006458,CARD,antibiotic inactivation,3006458
